lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg),radiation FH12-13W/m2(avg),radiation FH13-14W/m2(avg),radiation FH14-15W/m2(avg)
129.88,32.6,475.23,607.43,568.92,634.28,589.94,508.35,388.53,306.28,190.75,57.38,1.56,0.0,0.0,0.0,0.0
129.94,32.6,482.48,590.68,545.67,615.03,591.69,502.85,390.28,307.53,192.0,55.5,1.5,0.0,0.0,0.0,0.0
130.0,32.6,474.23,560.43,533.67,586.78,595.44,497.35,388.78,303.28,187.5,53.75,1.44,0.0,0.0,0.0,0.0
130.06,32.6,465.23,524.18,537.42,552.78,592.19,488.85,383.53,306.28,180.13,52.75,1.41,0.0,0.0,0.0,0.0
130.12,32.6,465.23,491.43,546.17,525.78,594.94,483.35,383.28,310.03,175.88,52.88,1.34,0.0,0.0,0.0,0.0
130.19,32.6,466.48,471.93,556.92,515.53,596.94,486.35,391.28,317.28,175.0,53.38,1.34,0.0,0.0,0.0,0.0
130.25,32.6,453.48,469.93,554.92,506.78,585.69,488.35,400.78,321.03,173.38,55.88,1.38,0.0,0.0,0.0,0.0
130.31,32.6,434.23,484.68,540.17,495.03,577.44,485.35,406.53,331.78,171.5,59.5,1.41,0.0,0.0,0.0,0.0
130.38,32.6,416.73,505.43,515.17,506.78,577.69,480.85,415.78,339.28,172.88,62.5,1.38,0.0,0.0,0.0,0.0
130.44,32.6,404.73,498.18,487.17,541.78,580.69,480.85,424.03,336.53,177.0,62.75,1.31,0.0,0.0,0.0,0.0
130.5,32.6,404.98,473.93,451.67,580.03,570.94,482.6,432.28,332.78,183.38,63.38,1.25,0.0,0.0,0.0,0.0
130.56,32.6,414.23,420.18,431.67,618.53,568.69,480.6,441.53,337.03,191.38,63.88,1.19,0.0,0.0,0.0,0.0
130.62,32.6,416.73,382.18,448.92,631.28,580.19,485.6,452.78,341.03,187.88,60.5,1.06,0.0,0.0,0.0,0.0
130.69,32.6,396.23,372.18,490.42,623.03,586.69,483.6,464.78,328.28,173.88,54.88,0.94,0.0,0.0,0.0,0.0
130.75,32.6,350.98,370.93,526.92,582.78,587.19,517.85,474.53,294.53,155.25,50.38,0.84,0.0,0.0,0.0,0.0
130.81,32.6,305.73,371.93,539.67,567.53,591.69,562.1,427.03,262.03,144.38,48.25,0.81,0.0,0.0,0.0,0.0
130.88,32.6,233.73,337.68,523.92,543.78,557.69,547.35,396.53,247.03,147.13,47.88,0.78,0.0,0.0,0.0,0.0
130.94,32.6,194.98,316.43,525.17,527.28,558.44,492.6,368.53,236.28,153.5,48.75,0.81,0.0,0.0,0.0,0.0
131.0,32.6,209.98,322.18,538.92,545.03,567.44,462.35,352.03,241.53,157.13,51.0,0.81,0.0,0.0,0.0,0.0
131.06,32.6,224.23,312.43,523.67,533.53,537.19,447.85,341.03,240.03,153.63,50.38,0.75,0.0,0.0,0.0,0.0
131.12,32.6,216.23,313.43,490.17,509.78,484.94,431.35,334.03,235.03,146.75,47.0,0.62,0.0,0.0,0.0,0.0
131.19,32.6,208.98,336.43,470.17,500.78,444.94,412.85,330.28,230.28,140.0,44.12,0.53,0.0,0.0,0.0,0.0
131.25,32.6,184.98,353.18,450.92,485.03,422.94,404.35,330.03,225.78,133.75,42.12,0.47,0.0,0.0,0.0,0.0
131.31,32.6,183.73,392.93,472.92,483.53,446.69,433.1,348.28,233.53,134.75,44.75,0.47,0.0,0.0,0.0,0.0
131.38,32.6,179.23,430.68,505.17,476.28,472.44,469.1,361.78,243.53,136.5,47.88,0.5,0.0,0.0,0.0,0.0
131.44,32.6,173.48,451.43,523.92,446.28,482.94,473.6,371.03,245.03,140.75,51.75,0.53,0.0,0.0,0.0,0.0
131.5,32.6,195.73,496.18,543.17,418.78,493.19,468.6,368.28,266.03,151.5,54.62,0.53,0.0,0.0,0.0,0.0
131.56,32.6,228.98,510.43,562.92,422.03,512.94,481.35,370.53,284.03,162.38,54.62,0.5,0.0,0.0,0.0,0.0
131.62,32.6,269.48,477.68,563.42,461.53,535.94,480.6,384.28,300.28,173.63,54.5,0.5,0.0,0.0,0.0,0.0
131.69,32.6,325.23,476.18,574.92,539.28,519.94,417.1,383.28,298.53,180.63,54.12,0.44,0.0,0.0,0.0,0.0
129.44,32.55,424.73,606.43,710.92,700.53,642.19,501.6,387.28,243.78,190.5,70.5,2.28,0.0,0.0,0.0,0.0
129.5,32.55,419.48,610.93,703.92,679.28,632.44,508.6,381.03,252.03,193.5,70.0,2.22,0.0,0.0,0.0,0.0
129.56,32.55,413.73,616.68,686.42,660.28,615.94,518.85,377.03,260.53,194.38,69.38,2.16,0.0,0.0,0.0,0.0
129.62,32.55,413.48,619.93,662.67,651.28,594.94,538.6,376.03,268.53,193.38,68.62,2.06,0.0,0.0,0.0,0.0
129.69,32.55,418.73,619.43,635.17,647.78,584.19,539.6,379.28,278.78,193.0,67.0,1.91,0.0,0.0,0.0,0.0
129.75,32.55,429.48,618.43,606.92,647.28,588.94,535.1,382.28,293.28,192.88,64.38,1.78,0.0,0.0,0.0,0.0
129.81,32.55,450.23,615.18,581.67,645.28,593.44,526.85,386.03,307.28,195.13,61.25,1.66,0.0,0.0,0.0,0.0
129.88,32.55,474.23,606.93,563.92,643.03,595.44,520.35,388.28,314.53,198.13,58.75,1.59,0.0,0.0,0.0,0.0
129.94,32.55,490.23,589.43,556.67,631.53,593.44,513.1,390.53,316.78,197.88,56.62,1.53,0.0,0.0,0.0,0.0
130.0,32.55,486.23,559.68,563.42,603.28,582.94,503.6,394.53,313.53,189.38,55.12,1.44,0.0,0.0,0.0,0.0
130.06,32.55,468.73,520.43,570.67,585.78,586.19,497.35,399.03,310.03,180.0,54.25,1.38,0.0,0.0,0.0,0.0
130.12,32.55,462.23,482.18,583.67,572.03,596.44,496.35,401.03,316.53,175.0,53.25,1.34,0.0,0.0,0.0,0.0
130.19,32.55,463.48,457.43,597.17,553.53,601.94,495.1,406.78,326.03,174.63,53.75,1.31,0.0,0.0,0.0,0.0
130.25,32.55,453.23,449.93,604.92,541.78,596.69,498.35,414.28,326.78,172.38,56.0,1.38,0.0,0.0,0.0,0.0
130.31,32.55,433.48,451.18,601.17,536.53,590.44,499.85,426.28,334.28,169.13,59.5,1.38,0.0,0.0,0.0,0.0
130.38,32.55,414.73,434.43,574.42,532.53,585.19,497.85,439.53,344.28,174.38,62.75,1.38,0.0,0.0,0.0,0.0
130.44,32.55,400.98,406.68,530.42,551.03,579.19,497.1,450.28,343.78,182.0,63.75,1.28,0.0,0.0,0.0,0.0
130.5,32.55,395.73,373.43,495.42,576.78,583.94,500.35,453.78,339.53,189.63,64.88,1.25,0.0,0.0,0.0,0.0
130.56,32.55,392.23,359.43,483.67,609.03,589.19,500.1,458.78,338.78,191.75,62.38,1.12,0.0,0.0,0.0,0.0
130.62,32.55,379.23,355.93,498.92,616.78,596.94,499.1,470.03,331.28,177.88,56.0,0.94,0.0,0.0,0.0,0.0
130.69,32.55,331.48,368.68,521.67,595.78,590.19,500.85,476.28,299.03,154.25,49.38,0.81,0.0,0.0,0.0,0.0
130.75,32.55,270.23,374.93,538.67,580.53,587.69,527.85,438.03,254.78,134.88,44.88,0.72,0.0,0.0,0.0,0.0
130.81,32.55,212.98,366.43,536.17,583.03,567.44,513.1,386.28,235.03,133.88,44.5,0.72,0.0,0.0,0.0,0.0
130.88,32.55,162.98,340.68,520.17,547.28,561.94,479.1,366.78,240.28,144.38,47.5,0.78,0.0,0.0,0.0,0.0
130.94,32.55,159.23,324.18,525.17,528.03,543.19,447.1,359.03,243.78,148.13,48.75,0.78,0.0,0.0,0.0,0.0
131.0,32.55,181.98,317.18,521.17,517.28,515.19,417.1,340.03,237.03,142.88,46.38,0.72,0.0,0.0,0.0,0.0
131.06,32.55,192.98,315.68,493.67,497.53,473.94,393.6,321.78,229.28,136.5,43.62,0.59,0.0,0.0,0.0,0.0
131.12,32.55,185.48,324.18,463.67,484.53,432.44,381.6,322.28,227.53,132.5,41.38,0.53,0.0,0.0,0.0,0.0
131.19,32.55,182.98,339.43,443.67,479.53,405.94,378.35,328.78,224.53,126.5,39.12,0.44,0.0,0.0,0.0,0.0
131.25,32.55,180.98,353.43,439.67,469.28,411.44,403.85,346.28,226.28,123.0,38.12,0.41,0.0,0.0,0.0,0.0
131.31,32.55,207.98,411.43,481.17,461.28,448.44,438.85,354.78,236.28,131.5,45.0,0.5,0.0,0.0,0.0,0.0
131.38,32.55,226.73,441.68,499.42,417.28,450.69,459.1,359.53,241.28,136.38,48.75,0.5,0.0,0.0,0.0,0.0
131.44,32.55,233.98,461.93,492.92,389.53,457.44,461.85,355.03,241.78,148.88,52.75,0.53,0.0,0.0,0.0,0.0
131.5,32.55,251.23,486.43,524.17,398.78,483.94,471.85,347.53,256.03,165.75,54.75,0.53,0.0,0.0,0.0,0.0
131.56,32.55,297.48,465.18,556.67,430.03,524.19,490.6,348.03,270.28,176.5,54.88,0.5,0.0,0.0,0.0,0.0
131.62,32.55,342.98,460.68,570.42,486.03,539.94,478.1,355.28,286.03,180.5,54.38,0.44,0.0,0.0,0.0,0.0
131.69,32.55,391.73,487.68,590.17,542.28,509.19,395.35,329.03,274.78,177.5,52.88,0.41,0.0,0.0,0.0,0.0
129.44,32.5,444.98,606.68,697.92,694.03,615.19,499.1,381.78,229.53,189.25,70.75,2.28,0.0,0.0,0.0,0.0
129.5,32.5,441.23,608.68,688.17,678.78,601.44,507.35,378.53,235.53,192.75,70.62,2.25,0.0,0.0,0.0,0.0
129.56,32.5,435.48,613.18,672.17,663.78,584.44,517.35,374.53,248.78,194.63,70.5,2.19,0.0,0.0,0.0,0.0
129.62,32.5,430.23,617.43,648.17,649.53,574.69,529.35,372.03,266.53,195.13,70.38,2.09,0.0,0.0,0.0,0.0
129.69,32.5,429.48,619.18,615.92,638.78,577.19,534.1,371.53,286.03,196.0,69.38,2.0,0.0,0.0,0.0,0.0
129.75,32.5,434.23,617.93,583.67,633.28,583.94,528.1,375.78,303.28,198.63,67.25,1.84,0.0,0.0,0.0,0.0
129.81,32.5,446.23,613.43,562.92,632.03,595.19,521.1,381.78,315.78,202.13,64.25,1.72,0.0,0.0,0.0,0.0
129.88,32.5,463.98,604.93,560.92,632.28,595.19,518.6,386.28,322.28,204.38,61.38,1.62,0.0,0.0,0.0,0.0
129.94,32.5,483.23,588.93,574.67,629.53,602.19,516.85,384.28,328.78,203.38,59.0,1.53,0.0,0.0,0.0,0.0
130.0,32.5,486.98,562.43,584.17,619.28,610.69,521.6,387.78,329.53,196.13,57.12,1.44,0.0,0.0,0.0,0.0
130.06,32.5,474.48,528.93,596.42,608.03,606.19,513.85,396.28,310.53,183.38,55.5,1.34,0.0,0.0,0.0,0.0
130.12,32.5,458.73,491.43,615.42,593.53,606.44,504.85,400.78,316.53,175.63,54.12,1.28,0.0,0.0,0.0,0.0
130.19,32.5,460.48,453.18,637.67,577.78,607.44,501.35,404.03,323.03,172.75,54.38,1.28,0.0,0.0,0.0,0.0
130.25,32.5,455.48,422.93,653.92,561.78,608.44,502.1,406.53,325.28,170.0,56.38,1.34,0.0,0.0,0.0,0.0
130.31,32.5,444.73,397.43,655.42,567.53,606.69,509.1,426.53,330.03,165.38,58.62,1.31,0.0,0.0,0.0,0.0
130.38,32.5,430.23,372.93,626.67,561.28,602.19,516.85,446.03,337.03,170.0,60.75,1.25,0.0,0.0,0.0,0.0
130.44,32.5,412.48,352.18,572.92,565.78,597.44,522.35,459.28,339.53,177.63,62.5,1.22,0.0,0.0,0.0,0.0
130.5,32.5,399.73,340.68,528.67,587.53,590.94,516.35,463.03,336.78,183.0,63.0,1.16,0.0,0.0,0.0,0.0
130.56,32.5,374.98,342.93,517.92,606.78,585.44,505.1,464.53,327.03,179.75,57.88,0.97,0.0,0.0,0.0,0.0
130.62,32.5,338.98,357.93,528.92,591.78,578.69,499.35,479.03,307.28,160.25,51.0,0.81,0.0,0.0,0.0,0.0
130.69,32.5,279.73,374.18,527.17,565.78,562.44,510.1,469.78,269.03,139.38,46.0,0.72,0.0,0.0,0.0,0.0
130.75,32.5,217.98,373.93,532.42,571.03,545.94,502.85,420.78,241.78,130.25,44.62,0.69,0.0,0.0,0.0,0.0
130.81,32.5,176.48,365.68,532.92,555.53,540.94,475.1,397.53,246.28,141.38,47.88,0.78,0.0,0.0,0.0,0.0
130.88,32.5,147.98,360.93,532.42,540.03,551.44,464.85,396.53,265.03,156.5,51.75,0.81,0.0,0.0,0.0,0.0
130.94,32.5,161.23,350.43,533.42,528.28,521.94,450.35,389.28,266.78,157.0,50.75,0.78,0.0,0.0,0.0,0.0
131.0,32.5,158.98,321.93,492.17,484.78,460.19,408.85,350.53,246.03,142.88,44.75,0.62,0.0,0.0,0.0,0.0
131.06,32.5,164.48,337.18,470.67,480.53,426.19,394.1,331.03,239.78,137.63,42.38,0.56,0.0,0.0,0.0,0.0
131.12,32.5,168.98,355.18,455.42,477.78,408.69,383.85,330.78,239.78,134.13,41.5,0.53,0.0,0.0,0.0,0.0
131.19,32.5,174.23,361.93,449.92,473.53,401.44,383.35,335.53,235.03,130.25,40.88,0.47,0.0,0.0,0.0,0.0
131.25,32.5,187.23,369.43,461.67,449.78,410.44,407.35,357.28,237.28,128.75,41.12,0.44,0.0,0.0,0.0,0.0
131.31,32.5,224.98,399.18,488.17,407.78,429.69,436.85,360.03,239.78,134.75,45.12,0.5,0.0,0.0,0.0,0.0
131.38,32.5,249.73,426.43,495.67,396.28,437.19,463.35,364.28,244.53,145.75,51.75,0.56,0.0,0.0,0.0,0.0
131.44,32.5,277.98,456.43,500.67,397.03,449.44,465.1,345.03,248.28,158.5,54.25,0.56,0.0,0.0,0.0,0.0
131.5,32.5,317.98,458.68,528.92,412.78,484.69,476.1,335.53,256.53,170.5,55.0,0.53,0.0,0.0,0.0,0.0
131.56,32.5,367.23,459.68,558.67,441.03,528.44,488.1,330.53,265.53,178.5,54.75,0.47,0.0,0.0,0.0,0.0
131.62,32.5,407.98,480.68,578.67,499.53,543.69,477.1,342.78,279.28,179.75,53.62,0.41,0.0,0.0,0.0,0.0
131.69,32.5,439.48,510.43,588.92,523.78,519.19,412.35,323.53,264.78,172.25,49.88,0.38,0.0,0.0,0.0,0.0
129.44,32.45,465.73,612.68,681.17,682.53,585.94,503.85,372.78,212.03,192.38,71.38,2.28,0.0,0.0,0.0,0.0
129.5,32.45,465.23,613.43,670.92,677.03,580.69,507.35,370.28,229.03,195.38,71.62,2.25,0.0,0.0,0.0,0.0
129.56,32.45,461.98,614.68,655.92,666.53,585.44,510.85,365.53,250.53,196.25,71.88,2.16,0.0,0.0,0.0,0.0
129.62,32.45,458.23,615.68,631.67,655.28,585.44,512.85,361.03,276.78,197.13,71.88,2.09,0.0,0.0,0.0,0.0
129.69,32.45,455.73,615.43,602.17,642.78,589.94,512.1,359.03,302.53,199.75,71.38,2.0,0.0,0.0,0.0,0.0
129.75,32.45,454.73,612.43,573.67,626.78,590.94,504.85,359.28,321.03,203.75,69.88,1.91,0.0,0.0,0.0,0.0
129.81,32.45,456.48,605.68,557.17,616.53,590.69,494.85,364.28,331.78,206.88,67.25,1.78,0.0,0.0,0.0,0.0
129.88,32.45,461.48,598.18,560.67,606.03,587.19,486.35,370.78,338.03,208.5,64.0,1.66,0.0,0.0,0.0,0.0
129.94,32.45,468.98,589.43,587.42,595.28,593.19,478.6,367.03,343.28,206.5,61.0,1.53,0.0,0.0,0.0,0.0
130.0,32.45,477.23,575.18,612.42,599.78,618.94,483.35,365.53,340.28,199.13,58.38,1.44,0.0,0.0,0.0,0.0
130.06,32.45,473.98,545.43,609.67,598.53,627.44,493.35,380.03,318.78,189.0,56.75,1.34,0.0,0.0,0.0,0.0
130.12,32.45,458.73,494.43,609.67,587.28,615.94,486.1,386.78,317.53,178.5,54.75,1.28,0.0,0.0,0.0,0.0
130.19,32.45,456.23,439.68,634.17,578.28,611.94,482.85,379.78,318.78,170.0,54.12,1.25,0.0,0.0,0.0,0.0
130.25,32.45,454.23,402.93,649.17,567.53,607.19,480.35,384.53,320.03,165.5,55.12,1.28,0.0,0.0,0.0,0.0
130.31,32.45,448.48,368.93,660.92,580.53,601.19,489.35,417.53,323.03,161.75,57.38,1.25,0.0,0.0,0.0,0.0
130.38,32.45,434.98,355.68,646.92,591.03,602.94,511.1,438.53,328.28,165.63,59.12,1.22,0.0,0.0,0.0,0.0
130.44,32.45,416.48,339.93,607.92,596.28,601.69,524.35,452.53,328.28,173.88,61.0,1.16,0.0,0.0,0.0,0.0
130.5,32.45,388.48,340.93,573.67,603.78,585.94,518.35,469.53,332.53,178.25,60.12,1.06,0.0,0.0,0.0,0.0
130.56,32.45,336.73,349.68,553.67,595.78,571.94,503.85,479.53,323.53,170.0,53.88,0.88,0.0,0.0,0.0,0.0
130.62,32.45,284.48,368.68,543.92,556.03,571.69,512.1,492.28,296.03,150.25,48.38,0.75,0.0,0.0,0.0,0.0
130.69,32.45,237.98,385.18,538.67,565.53,569.69,525.85,467.28,269.78,141.38,47.38,0.72,0.0,0.0,0.0,0.0
130.75,32.45,204.23,373.93,525.67,551.53,520.44,484.1,432.28,261.03,144.63,49.75,0.78,0.0,0.0,0.0,0.0
130.81,32.45,183.23,364.43,540.17,534.78,526.94,456.1,425.03,272.53,157.75,53.5,0.84,0.0,0.0,0.0,0.0
130.88,32.45,191.98,384.93,581.42,558.53,558.19,474.35,435.78,297.53,173.38,57.5,0.88,0.0,0.0,0.0,0.0
130.94,32.45,203.23,390.93,557.17,535.78,513.44,460.85,414.78,292.03,169.88,54.5,0.81,0.0,0.0,0.0,0.0
131.0,32.45,167.23,366.18,485.17,473.78,437.19,423.6,370.28,267.03,154.88,47.12,0.66,0.0,0.0,0.0,0.0
131.06,32.45,157.23,379.18,467.67,457.78,412.94,423.6,355.53,258.78,149.5,44.62,0.59,0.0,0.0,0.0,0.0
131.12,32.45,168.48,391.18,461.67,449.53,411.94,423.6,354.03,256.28,146.38,44.12,0.56,0.0,0.0,0.0,0.0
131.19,32.45,192.98,388.18,455.67,428.78,404.19,407.1,341.28,248.03,138.75,43.62,0.53,0.0,0.0,0.0,0.0
131.25,32.45,222.98,392.43,458.67,410.78,401.19,403.6,351.78,244.28,133.63,43.75,0.47,0.0,0.0,0.0,0.0
131.31,32.45,236.98,424.93,480.42,399.78,411.44,419.6,364.78,246.28,139.75,47.5,0.5,0.0,0.0,0.0,0.0
131.38,32.45,269.48,439.43,491.67,400.78,435.69,440.6,359.53,246.03,150.75,52.5,0.56,0.0,0.0,0.0,0.0
131.44,32.45,308.98,447.93,504.92,408.03,453.19,448.6,340.28,249.28,162.0,54.12,0.53,0.0,0.0,0.0,0.0
131.5,32.45,365.23,454.43,528.92,423.03,475.94,462.1,330.28,250.78,170.63,54.88,0.5,0.0,0.0,0.0,0.0
131.56,32.45,411.23,470.68,546.17,447.03,508.94,476.85,325.53,256.28,177.38,54.62,0.47,0.0,0.0,0.0,0.0
131.62,32.45,437.48,492.93,558.92,492.78,530.69,459.1,325.78,264.28,178.63,52.62,0.38,0.0,0.0,0.0,0.0
131.69,32.45,447.23,492.93,542.67,497.03,512.19,410.1,322.78,260.28,170.5,48.25,0.34,0.0,0.0,0.0,0.0
129.44,32.4,476.98,616.43,672.42,671.53,584.19,497.35,366.28,227.28,195.38,72.0,2.28,0.0,0.0,0.0,0.0
129.5,32.4,477.23,615.43,658.92,673.03,585.44,500.85,359.03,249.53,198.13,72.38,2.22,0.0,0.0,0.0,0.0
129.56,32.4,476.73,614.43,643.92,670.53,589.94,502.1,352.28,276.03,199.25,72.75,2.12,0.0,0.0,0.0,0.0
129.62,32.4,476.23,613.43,625.42,664.78,592.94,499.1,347.28,300.78,199.88,72.88,2.03,0.0,0.0,0.0,0.0
129.69,32.4,475.73,610.43,605.92,654.78,594.94,491.85,347.78,323.28,201.25,72.38,1.97,0.0,0.0,0.0,0.0
129.75,32.4,476.23,604.18,591.92,643.03,596.69,481.85,354.28,338.03,203.75,71.12,1.91,0.0,0.0,0.0,0.0
129.81,32.4,475.98,596.93,589.17,634.53,589.94,474.6,361.03,346.03,205.75,69.0,1.81,0.0,0.0,0.0,0.0
129.88,32.4,471.98,592.93,602.67,632.53,587.69,464.35,366.28,348.28,206.88,66.0,1.72,0.0,0.0,0.0,0.0
129.94,32.4,467.73,589.18,619.42,626.78,580.94,438.85,370.03,345.53,205.38,62.38,1.59,0.0,0.0,0.0,0.0
130.0,32.4,471.23,571.93,614.67,630.78,605.19,428.85,365.28,338.53,197.75,58.5,1.47,0.0,0.0,0.0,0.0
130.06,32.4,472.73,539.93,600.92,626.53,624.44,453.1,373.78,323.78,190.0,56.38,1.38,0.0,0.0,0.0,0.0
130.12,32.4,464.23,488.68,590.92,611.78,604.19,446.35,383.03,319.53,179.75,54.5,1.28,0.0,0.0,0.0,0.0
130.19,32.4,454.98,438.93,601.17,593.28,587.44,436.35,378.03,318.53,168.38,53.5,1.22,0.0,0.0,0.0,0.0
130.25,32.4,445.23,406.68,605.67,583.03,576.94,441.6,383.53,312.53,162.13,54.12,1.22,0.0,0.0,0.0,0.0
130.31,32.4,432.73,369.68,616.42,591.53,581.44,489.1,403.28,307.28,157.5,55.38,1.19,0.0,0.0,0.0,0.0
130.38,32.4,414.48,345.93,622.92,609.28,591.94,503.85,408.78,305.53,160.88,57.38,1.16,0.0,0.0,0.0,0.0
130.44,32.4,387.48,339.43,606.17,617.28,591.19,511.85,433.53,310.78,169.5,58.75,1.09,0.0,0.0,0.0,0.0
130.5,32.4,341.48,348.18,586.42,608.03,573.94,511.1,470.78,322.28,172.13,57.0,0.97,0.0,0.0,0.0,0.0
130.56,32.4,292.23,364.68,571.42,577.28,550.94,523.6,491.28,317.03,162.0,52.0,0.81,0.0,0.0,0.0,0.0
130.62,32.4,240.23,373.18,555.17,565.03,593.44,547.1,481.03,293.03,151.5,50.12,0.75,0.0,0.0,0.0,0.0
130.69,32.4,206.98,378.43,567.17,590.03,560.19,526.6,464.03,286.03,154.13,52.38,0.81,0.0,0.0,0.0,0.0
130.75,32.4,199.98,361.18,533.92,541.28,512.19,471.1,436.53,279.03,160.38,54.75,0.84,0.0,0.0,0.0,0.0
130.81,32.4,197.73,358.93,545.17,525.03,511.44,456.6,433.53,290.53,172.75,57.62,0.88,0.0,0.0,0.0,0.0
130.88,32.4,215.23,387.18,577.42,547.78,526.94,472.85,443.53,313.03,185.13,60.25,0.91,0.0,0.0,0.0,0.0
130.94,32.4,219.48,413.18,556.17,528.28,495.94,461.1,423.53,308.28,178.0,56.75,0.84,0.0,0.0,0.0,0.0
131.0,32.4,195.23,429.93,519.42,487.03,464.19,458.6,401.53,296.78,172.25,52.75,0.72,0.0,0.0,0.0,0.0
131.06,32.4,191.73,433.18,498.17,452.53,447.69,455.6,384.53,281.53,162.0,48.62,0.62,0.0,0.0,0.0,0.0
131.12,32.4,189.73,419.93,473.67,424.78,420.44,441.6,364.53,263.53,150.88,45.5,0.56,0.0,0.0,0.0,0.0
131.19,32.4,186.98,396.18,449.67,401.28,393.94,404.35,337.03,242.53,136.25,42.62,0.5,0.0,0.0,0.0,0.0
131.25,32.4,201.73,395.18,456.42,392.03,394.19,393.6,346.78,240.53,130.5,44.38,0.47,0.0,0.0,0.0,0.0
131.31,32.4,249.73,438.93,489.42,393.53,415.19,408.1,352.78,244.53,142.38,50.38,0.53,0.0,0.0,0.0,0.0
131.38,32.4,293.73,458.18,497.17,405.53,447.19,428.1,349.28,252.28,157.13,52.75,0.56,0.0,0.0,0.0,0.0
131.44,32.4,324.23,452.93,502.17,411.03,467.94,436.85,340.28,252.03,163.25,53.88,0.53,0.0,0.0,0.0,0.0
131.5,32.4,381.73,462.18,513.17,419.28,464.44,446.6,332.28,244.28,169.88,54.88,0.5,0.0,0.0,0.0,0.0
131.56,32.4,431.23,482.43,519.42,443.28,481.44,465.35,325.53,245.03,175.63,54.12,0.41,0.0,0.0,0.0,0.0
131.62,32.4,450.98,489.93,508.17,483.53,507.19,441.35,322.78,251.53,176.38,51.12,0.38,0.0,0.0,0.0,0.0
131.69,32.4,451.48,479.43,481.67,483.03,493.44,403.35,320.28,253.78,166.75,46.5,0.34,0.0,0.0,0.0,0.0
129.44,32.35,482.23,615.18,673.92,664.78,582.94,488.85,351.78,266.78,198.25,72.12,2.22,0.0,0.0,0.0,0.0
129.5,32.35,480.73,615.18,659.42,663.78,578.69,496.1,346.78,281.03,200.0,72.5,2.16,0.0,0.0,0.0,0.0
129.56,32.35,479.48,613.18,643.67,659.28,577.44,497.35,344.78,301.28,200.63,72.75,2.06,0.0,0.0,0.0,0.0
129.62,32.35,478.48,611.18,627.67,653.28,579.19,494.85,347.28,319.53,199.75,72.5,2.0,0.0,0.0,0.0,0.0
129.69,32.35,478.23,606.93,616.92,644.53,579.69,489.6,352.53,332.28,198.88,71.88,1.91,0.0,0.0,0.0,0.0
129.75,32.35,478.98,598.93,615.67,637.28,578.94,481.35,357.03,340.78,200.0,70.88,1.84,0.0,0.0,0.0,0.0
129.81,32.35,479.73,588.68,618.92,633.53,567.69,472.35,363.03,344.78,201.13,69.38,1.78,0.0,0.0,0.0,0.0
129.88,32.35,478.73,579.68,625.17,627.28,566.19,464.1,372.28,345.78,202.25,66.88,1.75,0.0,0.0,0.0,0.0
129.94,32.35,472.98,565.43,607.67,619.53,567.94,442.6,382.53,337.78,201.0,63.75,1.66,0.0,0.0,0.0,0.0
130.0,32.35,471.73,542.18,580.92,628.03,585.69,422.85,386.28,328.28,193.75,59.38,1.53,0.0,0.0,0.0,0.0
130.06,32.35,474.73,526.68,568.42,637.53,594.19,427.85,394.03,318.53,186.75,56.88,1.41,0.0,0.0,0.0,0.0
130.12,32.35,472.48,494.68,565.17,642.28,576.44,419.6,403.53,318.78,179.13,54.62,1.31,0.0,0.0,0.0,0.0
130.19,32.35,463.23,452.68,570.42,627.28,567.69,412.85,402.53,318.78,169.0,53.12,1.22,0.0,0.0,0.0,0.0
130.25,32.35,435.98,401.18,576.92,615.78,567.44,417.1,401.03,310.28,162.0,53.62,1.22,0.0,0.0,0.0,0.0
130.31,32.35,411.98,370.18,577.92,607.28,569.19,447.85,400.78,302.78,157.25,54.5,1.16,0.0,0.0,0.0,0.0
130.38,32.35,388.48,348.18,589.17,608.53,571.19,467.85,396.03,294.03,158.25,55.38,1.12,0.0,0.0,0.0,0.0
130.44,32.35,356.98,346.68,586.67,608.53,572.44,487.35,413.03,293.28,162.63,55.88,1.03,0.0,0.0,0.0,0.0
130.5,32.35,316.23,355.18,580.67,603.03,572.94,513.35,462.78,303.78,164.38,54.12,0.91,0.0,0.0,0.0,0.0
130.56,32.35,267.98,361.68,580.92,602.78,579.69,542.85,476.78,303.28,159.88,52.75,0.81,0.0,0.0,0.0,0.0
130.62,32.35,224.98,360.18,584.17,599.28,580.44,541.1,461.03,293.78,161.0,54.5,0.81,0.0,0.0,0.0,0.0
130.69,32.35,208.48,353.93,578.17,573.78,550.94,507.35,448.03,295.28,171.0,57.75,0.91,0.0,0.0,0.0,0.0
130.75,32.35,200.23,342.18,557.42,541.53,515.69,458.6,423.78,286.03,170.63,57.25,0.91,0.0,0.0,0.0,0.0
130.81,32.35,205.98,360.18,558.92,540.53,518.94,457.85,430.03,299.78,178.38,59.38,0.91,0.0,0.0,0.0,0.0
130.88,32.35,207.73,388.18,561.67,533.03,512.69,471.6,435.03,312.53,184.25,60.5,0.88,0.0,0.0,0.0,0.0
